"age","incident_hour_of_the_day","number_of_vehicles_involved","auto_make","auto_year","state","severity","start_time","end_time","temperature","humidity","visibility","wind_speed","precipitation"
33,"21",1,"Chevrolet",2002,"PA",2,"2020-12-21 19:30:14","2020-12-21 21:30:32","35.0","85.0","5.0","0.0","0.0"
53,"10",2,"Jeep",2012,"NC",2,"2017-09-12 11:30:54","2017-09-12 12:15:18","69.1","96.0","4.0","15.0","0.03"
46,"11",1,"Ford",2008,"OR",2,"2019-01-05 07:08:19","2019-01-05 11:08:19","37.0","100.0","0.2",NULL,NULL
33,"23",3,"Mercedes",2004,"NJ",4,"2018-04-14 16:27:31","2018-04-14 22:27:31","75.9","52.0","10.0","10.4",NULL
51,"14",1,"Audi",2004,"NE",2,"2018-07-25 07:52:44","2018-07-25 08:22:28","69.3","80.0","10.0",NULL,NULL
60,"10",1,"Chevrolet",2012,"FL",2,"2020-10-30 23:09:12","2020-10-31 00:49:22","69.0","63.0","10.0","13.0","0.0"
30,"6",3,"Honda",1999,"NY",2,"2019-07-18 16:06:43","2019-07-18 16:36:32","74.0","97.0","2.0","6.0","0.04"
41,"10",3,"Toyota",1999,"TN",3,"2018-03-03 19:50:05","2018-03-03 20:17:50","46.9","41.0","10.0","9.2",NULL
45,"5",3,"Suburu",2008,"CA",2,"2017-02-03 10:45:08","2017-02-03 11:14:57","59.0","63.0","5.0",NULL,NULL
40,"17",1,"Chevrolet",2001,"GA",3,"2020-03-04 13:43:31","2020-03-04 14:11:01","57.0","94.0","4.0","3.0","0.11"
45,"3",1,"Ford",1995,"TX",3,"2020-09-16 12:19:28","2020-09-16 14:19:28","92.0","52.0","10.0","3.0","0.0"
43,"9",1,"BMW",2006,"TX",2,"2016-06-27 12:01:17","2016-06-27 12:31:17","91.0","55.0","10.0",NULL,NULL
29,"6",1,"BMW",2005,"FL",2,"2020-12-28 03:01:00.000000000","2020-12-28 04:56:39.000000000","54.0","80.0","10.0","7.0","0.0"
44,"22",3,"Chevrolet",2008,"MD",4,"2020-04-20 06:11:48","2020-04-20 06:26:48","52.0","80.0","10.0","5.0","0.0"
29,"10",3,"Jeep",1995,"AL",2,"2017-09-07 16:13:15","2017-09-07 17:12:59","81.0","39.0","10.0","10.4",NULL
39,"4",1,"Dodge",1997,"FL",3,"2020-03-02 07:46:49","2020-03-02 08:46:02","57.0","74.0","10.0","0.0","0.0"
32,"23",1,"Suburu",1999,"CA",2,"2019-11-01 08:06:30","2019-11-01 08:39:15","50.0","16.0","10.0","0.0","0.0"
49,"19",1,"Mercedes",2005,"AZ",2,"2016-09-12 18:06:09","2016-09-13 00:06:09","97.0","20.0","10.0","11.5",NULL
37,"22",1,"Jeep",2009,"CA",2,"2019-09-24 19:13:00","2019-09-24 20:06:11","84.0","35.0","10.0","8.0","0.0"
44,"6",1,"Jeep",2005,"PA",2,"2019-06-28 08:03:25","2019-06-28 09:18:11",NULL,NULL,NULL,NULL,NULL
33,"6",1,"BMW",2007,"CA",2,"2019-01-17 07:07:34","2019-01-17 07:37:12","57.9","97.0","2.5","10.4","0.04"
41,"18",1,"Volkswagen",1996,"AZ",2,"2019-10-24 14:32:03","2019-10-24 15:01:53","82.0","6.0","10.0","17.0","0.0"
37,"22",1,"Toyota",1995,"CA",2,"2019-09-01 13:45:00","2019-09-01 14:19:33","83.0","58.0","10.0","9.0","0.0"
21,"21",1,"Toyota",2012,"CA",2,"2020-11-03 02:29:00","2020-11-03 04:07:52","48.0","43.0","10.0","0.0","0.0"
48,"12",1,"Ford",2004,"MO",3,"2019-02-13 04:40:52","2019-02-13 05:10:24","27.0","81.0","10.0","4.6",NULL
31,"6",3,"Suburu",2000,"PA",2,"2016-12-30 08:20:53","2016-12-30 08:50:22","28.0","81.0","10.0","13.8",NULL
34,"0",4,"Chevrolet",1996,"CA",2,"2020-03-19 05:01:00","2020-03-19 06:14:15","42.0","84.0","10.0","0.0","0.0"
35,"11",1,"BMW",2013,"OR",2,"2019-11-05 13:16:13","2019-11-05 17:16:13","44.0","89.0","2.0","0.0","0.0"
31,"19",1,"Nissan",2011,"NJ",2,"2017-06-14 08:05:34","2017-06-14 08:35:07","72.0","84.0","8.0","9.2","0.0"
36,"22",3,"Mercedes",2008,"MI",2,"2016-07-14 16:31:22","2016-07-14 22:31:22","90.0","30.0","10.0","20.7",NULL
58,"2",1,"Nissan",2014,"TN",2,"2020-01-16 06:43:27","2020-01-16 07:43:06","46.0","71.0","10.0","16.0","0.0"
47,"16",4,"Dodge",2001,"CA",3,"2017-12-22 17:58:31","2017-12-22 18:43:04","55.9","32.0","10.0",NULL,NULL
45,"23",3,"Saab",2005,"IL",2,"2017-08-22 10:03:33","2017-08-22 10:33:12","71.1","87.0","10.0","12.7",NULL
48,"21",1,"Audi",2005,"TX",2,"2016-11-07 18:06:44","2016-11-08 00:06:44","70.0","29.0","10.0","8.1",NULL
34,"10",1,"Dodge",1999,"NC",2,"2018-05-03 09:30:20","2018-05-03 10:00:08","70.0","63.0","10.0","11.5",NULL
32,"12",1,"Honda",1995,"AL",3,"2018-06-26 17:34:42","2018-06-26 18:03:10","93.0","49.0","10.0",NULL,NULL
28,"6",1,"Dodge",1996,"FL",2,"2020-10-23 20:50:00","2020-10-23 22:05:11","80.0","74.0","10.0","12.0","0.0"
23,"6",1,"Suburu",1997,"VA",3,"2019-03-10 13:34:35","2019-03-10 14:04:29","48.9","86.0","10.0","8.1",NULL
44,"7",1,"Mercedes",2005,"KS",2,"2016-10-24 10:04:20","2016-10-24 16:04:20","52.0","71.0","10.0","10.4",NULL
40,"3",1,"Audi",2004,"WA",3,"2020-03-27 13:37:00","2020-03-27 15:32:00","46.0","87.0","7.0","6.0","0.0"
29,"10",1,"Nissan",2010,"NE",2,"2017-04-19 13:19:25","2017-04-19 14:04:11","66.0","78.0","10.0","4.6",NULL
31,"14",1,"Dodge",2006,"MO",3,"2018-03-17 08:57:59","2018-03-17 09:41:27","46.9","86.0","9.0","10.4",NULL
50,"17",3,"Dodge",2008,"VA",2,"2020-11-06 23:55:00","2020-11-07 03:33:04",NULL,NULL,NULL,NULL,NULL
33,"16",1,"Suburu",2001,"TX",2,"2020-12-21 08:17:33","2020-12-21 10:14:33","48.0","89.0","10.0","0.0","0.0"
34,"3",1,"Jeep",2002,"TX",2,"2018-03-23 07:30:25","2018-03-23 13:30:25","62.1","80.0","10.0","11.5",NULL
36,"7",1,"Dodge",2014,"OR",2,"2019-10-04 13:33:30","2019-10-04 17:33:30","61.0","60.0","10.0","12.0","0.0"
52,"13",1,"Chevrolet",1999,"CA",3,"2018-09-25 21:02:21","2018-09-25 21:32:10","66.9","76.0","8.0","3.5",NULL
37,"20",1,"Jeep",2005,"SC",2,"2019-08-08 19:53:07","2019-08-08 20:22:43","84.0","48.0","10.0","5.0","0.01"
53,"23",1,"Chevrolet",2009,"MA",3,"2020-03-23 17:54:24","2020-03-23 18:09:24","35.0","85.0","5.0","9.0","0.02"
32,"11",1,"Dodge",2013,"FL",3,"2017-11-09 08:44:49","2017-11-09 09:29:03","69.8","88.0","7.0",NULL,NULL
39,"0",4,"BMW",2007,"CA",2,"2018-03-07 06:33:36","2018-03-07 12:33:36","43.0","89.0","10.0","3.5",NULL
32,"2",1,"Toyota",2012,"CA",2,"2018-04-12 17:37:42","2018-04-12 23:37:42","57.0","55.0","10.0","24.2",NULL
30,"3",1,"Chevrolet",2003,"MO",2,"2020-12-29 19:52:58","2020-12-29 21:22:00","33.0","92.0","3.0","6.0","0.11"
33,"3",1,"Audi",1997,"VA",2,"2020-04-14 17:01:17","2020-04-14 17:31:17","58.0","41.0","10.0","3.0","0.0"
37,"15",3,"Suburu",2003,"UT",2,"2018-12-24 05:36:00","2018-12-24 08:36:00","27.0","92.0","2.0","0.0","0.0"
30,"23",1,"Chevrolet",2011,"CA",2,"2017-08-16 17:20:25","2017-08-16 23:20:25","89.1","35.0","10.0","10.4",NULL
43,"9",3,"Ford",2007,"IL",3,"2018-11-20 19:27:06","2018-11-20 19:56:27","30.0","66.0","10.0","11.5",NULL
24,"20",1,"Dodge",2003,"IL",3,"2020-09-11 16:52:05","2020-09-11 17:51:15","66.0","75.0","10.0","9.0","0.0"
28,"5",1,"Volkswagen",2011,"CO",2,"2017-08-16 11:46:36","2017-08-16 17:46:36","68.0","49.0","10.0","6.9",NULL
51,"15",1,"Jeep",1997,"CA",3,"2020-09-21 12:15:27","2020-09-21 13:16:03","82.0","29.0","5.0","0.0","0.0"
38,"13",1,"Accura",1995,"FL",2,"2020-09-12 20:32:00","2020-09-12 23:05:00","78.0","96.0","10.0","13.0","0.0"
44,"16",1,"Volkswagen",1997,"TX",2,"2018-02-13 06:38:17","2018-02-13 07:08:17","46.9","80.0","10.0","6.9",NULL
54,"0",1,"Honda",2001,"TN",3,"2019-08-21 07:38:04","2019-08-21 11:21:34","77.0","79.0","10.0","6.0","0.0"
57,"10",3,"Suburu",2013,"TN",3,"2020-05-12 18:05:04","2020-05-12 18:35:04","55.0","94.0","10.0","10.0","0.0"
41,"14",3,"Saab",2013,"CA",3,"2017-10-24 08:08:08","2017-10-24 09:07:38","75.2","25.0","10.0","5.8",NULL
38,"1",3,"Nissan",2006,"LA",2,"2019-04-06 03:31:56","2019-04-06 04:00:49","68.0","98.0","5.0","0.0","0.0"
33,"16",1,"BMW",1998,"MI",2,"2019-10-15 14:56:04","2019-10-15 15:25:28","56.0","60.0","10.0","0.0","0.0"
34,"2",3,"Chevrolet",2007,"TX",2,"2018-09-27 07:47:45","2018-09-27 08:17:13","63.0","70.0","10.0",NULL,NULL
56,"23",3,"Volkswagen",2007,"IN",2,"2018-10-23 07:36:44","2018-10-23 08:06:24","41.0","86.0","10.0","5.8",NULL
37,"19",3,"Volkswagen",2015,"CA",2,"2017-02-20 13:22:04","2017-02-20 19:22:04","62.1","70.0","10.0","4.6",NULL
35,"23",3,"Volkswagen",1996,"NJ",2,"2017-08-31 01:14:21","2017-08-31 07:14:21","68.0","70.0","10.0","4.6",NULL
57,"10",1,"Nissan",2014,"CA",3,"2018-08-14 12:53:57","2018-08-14 13:23:37","77.0","64.0","10.0","12.7",NULL
38,"12",3,"Dodge",2003,"AZ",2,"2020-05-20 08:11:44","2020-05-20 09:00:04","64.0","18.0","10.0","5.0","0.0"
51,"15",3,"BMW",2000,"MN",3,"2017-08-30 12:06:33","2017-08-30 13:06:21","79.0","58.0","10.0","12.7",NULL
49,"3",1,"Nissan",2001,"NY",2,"2019-11-21 07:54:25","2019-11-21 08:23:46","28.0","88.0","10.0","0.0","0.0"
42,"19",1,"Toyota",2011,"MN",2,"2020-12-16 15:07:02","2020-12-16 16:06:45","30.0","53.0","10.0","5.0","0.0"
36,"16",3,"Nissan",2015,"CA",2,"2019-09-27 06:25:00","2019-09-27 06:56:45","68.0","76.0","10.0","8.0","0.0"
29,"16",1,"Saab",1998,"FL",2,"2020-11-25 22:25:50","2020-11-26 00:45:45","74.0","71.0","10.0","9.0","0.0"
56,"10",1,"Saab",1996,"IL",2,"2020-04-21 15:07:34","2020-04-21 16:07:49","50.0","24.0","10.0","10.0","0.0"
53,"6",1,"Mercedes",2001,"PA",2,"2020-12-23 02:56:00.000000000","2020-12-23 05:31:50.000000000","32.0","75.0","10.0","5.0","0.0"
46,"18",1,"Mercedes",1999,"CA",3,"2020-07-27 18:32:24","2020-07-27 20:57:22","64.0","70.0","10.0","20.0","0.0"
44,"20",3,"Ford",1999,"IL",3,"2018-01-16 00:03:21","2018-01-16 06:03:21","18.0","81.0","0.5","8.1","0.01"
21,"14",1,"Accura",2006,"NY",4,"2017-01-23 20:34:04","2017-01-24 02:34:04","37.9","89.0","6.0","31.1","0.1"
30,"8",3,"Volkswagen",2004,"IL",2,"2017-05-08 18:41:50","2017-05-08 19:26:38","46.0","54.0","10.0","6.9",NULL
40,"17",2,"BMW",2013,"FL",2,"2018-12-26 11:07:00","2018-12-26 11:36:24","66.9","70.0","10.0","13.8",NULL
56,"9",1,"Jeep",2009,"PA",2,"2020-05-20 13:16:43","2020-05-20 13:31:43","62.0","29.0","10.0","17.0","0.0"
28,"0",1,"Nissan",1995,"WV",2,"2020-10-12 23:30:43","2020-10-13 01:55:53","53.0","96.0","3.0","5.0","0.0"
29,"2",1,"Chevrolet",2003,"CA",2,"2018-04-19 14:38:32","2018-04-19 20:38:32","59.0","55.0","10.0","12.7",NULL
24,"23",3,"Dodge",2012,"AL",2,"2019-05-17 10:46:48","2019-05-17 13:24:39","82.0","56.0","10.0","7.0","0.0"
46,"8",1,"Mercedes",2013,"NY",3,"2016-09-19 05:40:59","2016-09-19 06:26:22","75.9","87.0","7.0","9.2","0.02"
29,"6",3,"Dodge",2005,"NC",2,"2018-06-23 11:52:19","2018-06-23 12:21:41","88.0","63.0","10.0","13.8",NULL
33,"3",1,"Toyota",2005,"MI",3,"2017-09-08 18:58:44","2017-09-08 19:28:19","64.0","54.0","10.0","8.1",NULL
39,"14",3,"Jeep",2007,"PA",2,"2017-03-03 06:27:13","2017-03-03 06:56:59","24.8","69.0","10.0","6.9",NULL
49,"16",3,"Saab",2007,"CA",2,"2017-08-24 13:58:39","2017-08-24 14:28:11","81.0","45.0","10.0","13.8",NULL
43,"12",1,"Chevrolet",2015,"SC",2,"2018-01-29 13:48:18","2018-01-29 19:48:18","61.0","81.0","10.0","16.1","0.0"
47,"1",3,"Dodge",2014,"NY",2,"2020-06-14 03:37:08","2020-06-14 06:28:05","45.0","76.0","10.0","6.0","0.0"
46,"19",1,"Chevrolet",2013,"WA",2,"2017-06-28 08:01:46","2017-06-28 08:31:22","57.9","84.0","10.0","9.2",NULL
44,"7",1,"Accura",1999,"WA",2,"2019-01-30 10:03:50","2019-01-30 10:33:35","39.0","79.0","10.0",NULL,NULL
32,"6",4,"Accura",2002,"CT",2,"2020-10-29 18:18:20","2020-10-29 20:34:12","46.0","89.0","8.0","9.0","0.01"
58,"11",1,"Mercedes",1997,"VA",2,"2018-11-15 07:41:49","2018-11-15 08:11:17","35.6","93.0","10.0","9.2","0.02"
49,"2",1,"Saab",2013,"CA",2,"2019-10-09 06:24:00","2019-10-09 06:57:12","60.0","83.0","4.0","0.0","0.0"
29,"15",1,"Honda",2003,"NE",2,"2016-05-18 12:49:01","2016-05-18 13:19:01","67.6","38.0","10.0","8.1",NULL
39,"0",1,"Mercedes",2015,"VA",3,"2020-01-26 16:50:26","2020-01-26 18:03:43","49.0","43.0","10.0","9.0","0.0"
38,"12",1,"Nissan",2005,"NJ",2,"2018-11-15 04:41:24","2018-11-15 05:23:00","31.5","47.0","10.0",NULL,NULL
48,"1",1,"Accura",1999,"CA",2,"2020-11-17 21:49:30","2020-11-17 21:59:00","59.0","46.0","10.0","0.0","0.0"
26,"16",2,"Ford",2015,"PA",2,"2016-08-17 18:26:13","2016-08-18 00:26:13","73.4","88.0","10.0","4.6",NULL
46,"2",1,"Jeep",1998,"NY",2,"2016-12-13 17:02:27","2016-12-13 17:47:11","42.1","55.0",NULL,"5.8","0.07"
24,"13",3,"Nissan",2011,"MO",3,"2018-03-09 06:12:54","2018-03-09 06:41:36","24.1","91.0","10.0",NULL,NULL
29,"0",1,"Accura",2005,"TX",2,"2019-10-25 10:46:48","2019-10-25 11:46:29","48.0","89.0","8.0","17.0","0.0"
24,"0",3,"Honda",2003,"NY",3,"2020-05-01 13:07:45","2020-05-01 13:47:44","60.0","86.0","10.0","3.0","0.0"
30,"16",3,"Mercedes",2002,"TX",2,"2020-02-14 11:10:25","2020-02-14 12:14:41","48.0","54.0","10.0","7.0","0.0"
38,"8",1,"Audi",2015,"CA",2,"2018-04-17 11:21:59","2018-04-17 17:21:59","57.2","55.0","10.0","3.5",NULL
48,"9",1,"Volkswagen",2003,"TX",2,"2020-10-21 15:33:00","2020-10-21 16:51:19","87.0","48.0","10.0","8.0","0.0"
34,"11",1,"Nissan",1997,"FL",2,"2019-08-07 06:43:51","2019-08-07 07:43:39","76.0","94.0","10.0","0.0","0.0"
38,"6",3,"Dodge",2013,"UT",3,"2020-09-16 13:45:43","2020-09-16 14:44:48","86.0","13.0","10.0","0.0","0.0"
60,"18",1,"Honda",2001,"MI",2,"2017-10-04 08:25:19","2017-10-04 08:55:04","71.1","90.0","2.0","17.3","0.0"
48,"11",1,"Mercedes",2001,"CA",2,"2020-01-13 06:19:46","2020-01-13 07:38:27","33.0","76.0","10.0","6.0","0.0"
27,"17",1,"Chevrolet",2004,"NC",2,"2018-12-18 16:12:43","2018-12-18 16:42:37","51.1","38.0","10.0",NULL,NULL
39,"21",3,"Jeep",1999,"CA",3,"2019-04-07 15:01:06","2019-04-07 15:30:54","89.0","18.0","10.0","12.0","0.0"
41,"0",3,"Jeep",2009,"CA",2,"2016-08-23 18:48:32","2016-08-23 19:33:32","77.0","50.0","10.0","9.2",NULL
43,"9",1,"Chevrolet",2014,"TX",2,"2017-06-30 12:27:39","2017-06-30 13:12:20","90.0","61.0","10.0","12.7",NULL
43,"1",1,"Accura",2004,"NC",2,"2016-11-21 07:33:28","2016-11-21 13:33:28","34.0","54.0","10.0","3.5",NULL
26,"22",1,"Audi",2003,"CA",2,"2020-12-14 16:20:00","2020-12-14 18:26:44","55.0","54.0","10.0","7.0",NULL
42,"20",4,"Honda",2005,"NY",2,"2016-09-23 17:48:28","2016-09-23 23:48:28","69.1","70.0","10.0","5.8",NULL
30,"9",3,"Ford",2004,"MN",2,"2020-02-17 20:25:00","2020-02-17 21:40:06","27.0","69.0","7.0","10.0","0.0"
46,"5",1,"Toyota",2004,"CA",3,"2019-08-31 09:16:13","2019-08-31 10:30:52","66.0","73.0","10.0","0.0","0.0"
26,"12",1,"Jeep",1997,"MN",3,"2020-09-18 16:55:34","2020-09-18 18:59:29","63.0","26.0","10.0","5.0","0.0"
45,"6",3,"Suburu",2013,"CA",2,"2019-11-07 08:44:00","2019-11-07 10:22:12","66.0","26.0","10.0","0.0","0.0"
47,"8",1,"Ford",2013,"CA",2,"2019-12-01 08:01:59","2019-12-01 09:16:48","46.0","96.0","10.0","3.0","0.0"
54,"14",1,"Jeep",2010,"AL",2,"2020-12-24 01:41:00","2020-12-24 03:26:00","64.0","93.0","9.0","9.0","0.02"
34,"10",1,"BMW",2010,"CA",2,"2019-11-01 18:27:00","2019-11-01 19:22:48","68.0","33.0","10.0","0.0","0.0"
48,"12",1,"Chevrolet",1995,"CA",2,"2020-12-19 01:08:00","2020-12-19 03:20:48","39.0","79.0","10.0","5.0","0.0"
53,"12",1,"Accura",2000,"FL",2,"2017-04-05 07:42:28","2017-04-05 13:42:28","77.0","79.0","10.0","3.5",NULL
38,"12",3,"Mercedes",2012,"NV",2,"2020-08-27 16:25:56","2020-08-27 17:25:14","89.0","12.0","10.0","5.0","0.0"
49,"13",1,"Mercedes",2009,"AL",2,"2020-12-16 01:41:00","2020-12-16 03:26:00","47.0","80.0","9.0","7.0","0.0"
42,"17",3,"Nissan",2006,"NY",2,"2020-10-14 10:38:30","2020-10-14 16:34:30","62.0","50.0","10.0","7.0","0.0"
23,"14",1,"Accura",2005,"PA",2,"2020-12-25 01:43:00","2020-12-25 03:57:37","54.0","94.0","5.0","3.0","0.02"
46,"3",3,"Volkswagen",2004,"CA",2,"2017-11-20 07:39:54","2017-11-20 08:09:44","50.0","100.0","1.2","5.8",NULL
55,"18",3,"Nissan",1995,"CA",2,"2020-11-15 10:33:00","2020-11-15 14:21:57","61.0","23.0","10.0","3.0","0.0"
63,"5",1,"Dodge",2007,"FL",3,"2017-01-18 08:07:07","2017-01-18 08:50:12","63.0","93.0","10.0","4.6",NULL
44,"19",1,"BMW",2015,"PA",2,"2016-11-09 18:45:46","2016-11-09 19:15:32","51.1","83.0","10.0","9.2",NULL
30,"0",1,"Volkswagen",2011,"LA",2,"2019-12-06 11:37:09","2019-12-06 12:53:03","76.0","67.0","10.0","12.0","0.0"
41,"22",1,"Mercedes",2013,"NY",4,"2017-09-03 09:27:51","2017-09-03 15:27:51","63.0","97.0","5.0","9.2","0.0"
31,"21",3,"Saab",2014,"CA",2,"2020-05-18 11:20:00","2020-05-18 12:32:34","67.0","84.0","2.0","6.0","0.0"
25,"4",3,"Suburu",1996,"CA",2,"2020-11-06 13:12:00.000000000","2020-11-06 15:23:00.000000000","80.0","26.0","10.0","7.0","0.0"
40,"10",1,"Honda",1996,"CA",2,"2020-12-26 13:40:00","2020-12-26 16:56:40","61.0","50.0","10.0","10.0","0.0"
29,"5",1,"Suburu",2003,"SC",4,"2020-10-09 08:47:20","2020-10-09 11:05:55","65.0","65.0","10.0","8.0","0.0"
43,"13",1,"Audi",2002,"MA",2,"2018-01-07 13:10:34","2018-01-07 13:40:34","9.0","40.0",NULL,"9.2",NULL
50,"18",3,"Ford",1995,"SC",2,"2018-10-22 14:46:55","2018-10-22 15:16:24","68.0","30.0","10.0",NULL,NULL
38,"6",1,"Accura",2008,"TX",2,"2016-09-23 09:26:51","2016-09-23 10:11:36","82.0","76.0","10.0","6.9",NULL
29,"0",3,"BMW",1996,"TX",2,"2020-06-10 05:57:56","2020-06-10 07:04:24","78.0","46.0","10.0","10.0","0.0"
37,"5",3,"Volkswagen",1999,"CA",3,"2019-03-05 07:37:49","2019-03-05 08:07:05","55.9","69.0","10.0","4.6",NULL
53,"8",1,"Accura",2001,"CO",3,"2018-06-16 10:33:47","2018-06-16 11:03:23","81.1","21.0","10.0","11.5",NULL
51,"5",1,"Dodge",2009,"PA",2,"2020-10-20 00:38:00","2020-10-20 02:16:39","61.0","78.0","10.0","5.0","0.0"
53,"9",1,"Honda",2013,"OR",2,"2019-09-16 06:34:00","2019-09-16 10:34:00","47.0","77.0","10.0","7.0","0.0"
40,"10",3,"Saab",2013,"AL",2,"2020-09-28 10:12:10","2020-09-28 10:56:54","76.0","82.0","10.0","8.0","0.0"
51,"16",1,"Volkswagen",2014,"WI",2,"2019-09-13 09:44:45","2019-09-13 10:56:35","73.0","79.0","10.0","14.0","0.0"
35,"8",1,"Ford",2011,"OH",2,"2020-07-22 16:04:38","2020-07-22 16:34:29","77.0","79.0","10.0","9.0","0.0"
26,"5",1,"Accura",2004,"NC",2,"2018-04-06 16:26:56","2018-04-06 17:26:37","68.0","35.0","10.0","19.6","0.0"
35,"11",3,"Saab",2006,"CA",2,"2020-01-28 11:41:00","2020-01-28 12:33:11","71.0","39.0","10.0","5.0","0.0"
38,"15",3,"Toyota",2011,"TX",2,"2020-09-15 08:00:44","2020-09-15 08:30:32","74.0","82.0","10.0","8.0","0.0"
49,"23",3,"Chevrolet",2010,"LA",2,"2017-10-09 12:51:52","2017-10-09 13:21:37","80.1","90.0","2.5","16.1","0.18"
41,"23",1,"Ford",2009,"NY",3,"2018-01-12 07:58:44","2018-01-12 08:43:21","53.6","100.0","12.0","4.6",NULL
27,"23",1,"Ford",2008,"MD",2,"2019-10-03 15:29:44","2019-10-03 15:56:48","72.0","84.0","7.0","8.0","0.0"
39,"10",1,"Dodge",1997,"MN",2,"2020-02-17 17:31:00","2020-02-17 18:04:09","23.0","93.0","0.75","24.0","0.0"
33,"12",4,"Jeep",2002,"CA",2,"2020-03-16 08:24:30","2020-03-16 09:35:47","42.0","89.0","9.0","0.0","0.03"
50,"4",1,"Saab",2002,"MD",2,"2020-11-02 18:33:00","2020-11-02 21:43:02","44.0","33.0","10.0","9.0","0.0"
30,"16",1,"Toyota",2010,"VA",2,"2020-10-29 17:33:30","2020-10-29 19:23:00","72.0","84.0","10.0","8.0","0.0"
54,"18",3,"Ford",2010,"PA",2,"2019-11-08 08:50:40","2019-11-08 09:20:02","36.0","62.0","10.0","14.0","0.0"
42,"15",3,"Chevrolet",2007,"VA",4,"2018-04-03 14:13:39","2018-04-03 20:13:39","59.0","77.0","10.0","4.6",NULL
35,"8",1,"BMW",2008,"TX",3,"2020-12-10 15:38:32","2020-12-10 16:07:20","76.0","23.0","10.0","14.0","0.0"
33,"4",3,"Volkswagen",1998,"NE",2,"2016-11-21 09:25:22","2016-11-21 09:55:10","36.0","55.0","10.0","6.9",NULL
39,"20",3,"Jeep",2010,"OH",3,"2018-03-02 21:00:10","2018-03-02 21:30:10","30.9","72.0","10.0","6.9",NULL
33,"1",3,"Dodge",2014,"MA",2,"2019-04-24 09:24:19","2019-04-24 09:53:26","55.0","83.0","10.0","8.0","0.0"
54,"19",1,"Mercedes",2013,"WA",2,"2018-08-08 17:42:01","2018-08-08 23:42:01","88.0","30.0","10.0","4.6",NULL
32,"11",1,"Chevrolet",2004,"PA",2,"2016-12-13 10:44:22","2016-12-13 11:29:07","35.6","65.0","10.0",NULL,NULL
40,"13",1,"Audi",2008,"TX",2,"2017-01-16 16:38:03","2017-01-16 17:25:00","75.2","69.0","9.0","16.1",NULL
46,"2",1,"BMW",2012,"WA",1,"2020-04-01 16:36:10","2020-04-01 16:51:10","50.0","48.0","10.0","10.0","0.0"
39,"9",3,"Saab",1996,"GA",3,"2019-06-22 14:29:05","2019-06-22 17:40:27","90.0","52.0","10.0","16.0","0.0"
52,"15",2,"Toyota",2003,"TX",2,"2019-06-20 16:27:40","2019-06-20 16:56:16","94.0","58.0","10.0","13.0","0.0"
34,"23",1,"Honda",2007,"MI",2,"2016-09-15 19:41:41","2016-09-15 20:11:41","64.0","67.0","10.0","5.8",NULL
45,"16",1,"Ford",2006,"WA",2,"2017-12-06 15:50:40","2017-12-06 21:50:40","48.9","71.0","10.0","5.8",NULL
31,"21",4,"Audi",1999,"CA",2,"2017-10-20 17:24:43","2017-10-20 17:54:31","61.0","50.0","10.0","16.1",NULL
28,"21",2,"Ford",2010,"VA",2,"2020-11-18 01:13:00","2020-11-18 03:03:30",NULL,NULL,NULL,NULL,NULL
41,"3",3,"Toyota",2009,"CO",3,"2019-07-16 21:11:13","2019-07-16 21:40:30","71.0","55.0","10.0","6.0","0.0"
27,"4",1,"Nissan",2007,"NV",3,"2020-03-17 05:33:26","2020-03-17 07:25:07","31.0","92.0","10.0","5.0","0.0"
35,"17",1,"Chevrolet",2000,"CT",2,"2020-12-26 04:00:47","2020-12-26 09:13:15","29.0","58.0","10.0","7.0","0.0"
30,"7",1,"Volkswagen",2013,"CA",2,"2018-09-07 10:15:24","2018-09-07 10:44:43","61.0","81.0","10.0","5.8",NULL
59,"14",2,"Chevrolet",1999,"CA",2,"2019-11-27 06:59:56","2019-11-27 07:29:44","55.0","69.0","10.0","12.0","0.01"
64,"13",1,"Mercedes",2002,"IA",2,"2019-05-22 06:36:01","2019-05-22 07:39:40","57.0","96.0","10.0","18.0","0.0"
25,"23",2,"Saab",2011,"VA",3,"2019-08-09 09:49:58","2019-08-09 10:33:56","82.0","65.0","9.0","6.0","0.0"
40,"23",3,"Ford",1999,"DC",4,"2019-12-24 00:49:17","2019-12-24 01:18:57","40.0","74.0","10.0","0.0","0.0"
43,"16",1,"Honda",1996,"CA",2,"2020-02-04 15:50:30","2020-02-04 16:22:02","56.0","7.0","10.0","13.0","0.0"
41,"17",1,"Chevrolet",1995,"IL",2,"2019-02-01 06:12:46","2019-02-01 06:42:24","5.0","92.0","8.0","5.8","0.0"
30,"9",1,"Toyota",2000,"SC",2,"2020-11-12 06:48:27","2020-11-12 07:47:39","70.0","100.0","4.0","0.0","0.0"
38,"13",3,"Mercedes",1996,"MD",4,"2019-09-12 15:21:02","2019-09-12 15:50:34","93.0","38.0","10.0","9.0",NULL
36,"13",1,"Ford",2001,"CA",2,"2016-12-16 04:18:01","2016-12-16 05:02:43","51.1","71.0","10.0","12.7","0.0"
41,"3",1,"Dodge",2003,"TN",2,"2017-10-09 16:31:59","2017-10-09 17:16:45","84.0","58.0","10.0","3.5",NULL
29,"3",1,"Mercedes",2008,"NY",2,"2019-07-01 11:53:45","2019-07-01 14:38:34","76.0","60.0","10.0","7.0","0.0"
